"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN011180800","JABALPUR, IN","2001-05-17",,"87","104","74"
"IN011180800","JABALPUR, IN","2001-05-18",,"87","101","74"
"IN011180800","JABALPUR, IN","2001-05-19",,"85","97",
"IN011180800","JABALPUR, IN","2001-05-20",,"88","99","75"
"IN011180800","JABALPUR, IN","2001-05-21",,"88","100","77"
"IN011180800","JABALPUR, IN","2001-05-22",,"94","103","77"
"IN011180800","JABALPUR, IN","2001-05-23",,"90",,"83"
"IN011180800","JABALPUR, IN","2001-05-24",,"98","109","79"
"IN011180800","JABALPUR, IN","2001-05-25","0.00","94",,"87"
"IN011180800","JABALPUR, IN","2001-05-26",,"95","108",
"IN011180800","JABALPUR, IN","2001-05-27","0.20","89","101","76"
"IN011180800","JABALPUR, IN","2001-05-28","0.00","94","104","83"
"IN011180800","JABALPUR, IN","2001-05-29","0.04","89","101",
"IN011180800","JABALPUR, IN","2001-05-30","0.43","85","101","73"
"IN011180800","JABALPUR, IN","2001-05-31","0.00","86","96","75"
"IN011180800","JABALPUR, IN","2001-06-01","1.26","85","95","73"
"IN011180800","JABALPUR, IN","2001-06-02","0.00","84","92",
"IN011180800","JABALPUR, IN","2001-06-03","0.08","87",,"80"
"IN011180800","JABALPUR, IN","2001-06-04","0.00","85","96",
"IN011180800","JABALPUR, IN","2001-06-05","1.65","81","92",
"IN011180800","JABALPUR, IN","2001-06-06","0.00","88","96",
"IN011180800","JABALPUR, IN","2001-06-07",,"85","98",
"IN011180800","JABALPUR, IN","2001-06-08","0.00","87","97","78"
"IN011180800","JABALPUR, IN","2001-06-09",,"89","100",
"IN011180800","JABALPUR, IN","2001-06-10","0.02","86",,"76"
"IN011180800","JABALPUR, IN","2001-06-11","0.00","90","100",
"IN011180800","JABALPUR, IN","2001-06-12",,"84",,
"IN011180800","JABALPUR, IN","2001-06-13",,"85",,
"IN011180800","JABALPUR, IN","2001-06-14",,"82","93",
"IN011180800","JABALPUR, IN","2001-06-15",,"75","78",
"IN011180800","JABALPUR, IN","2001-06-16","2.28","74","80","70"
"IN011180800","JABALPUR, IN","2001-06-18","0.03","80","86","75"
"IN011180800","JABALPUR, IN","2001-06-19","0.35","77","88","74"
"IN011180800","JABALPUR, IN","2001-06-20","0.31","80","89","73"
"IN011180800","JABALPUR, IN","2001-06-22",,"83","90",
"IN011180800","JABALPUR, IN","2001-06-23","0.24","84",,"75"
"IN011180800","JABALPUR, IN","2001-06-24","0.00","82","94",
"IN011180800","JABALPUR, IN","2001-06-25","0.28","78","85","73"
"IN011180800","JABALPUR, IN","2001-06-27","0.04","80","82","76"
"IN011180800","JABALPUR, IN","2001-06-28","1.22","81",,"75"
"IN011180800","JABALPUR, IN","2001-06-29","0.28","79","84","75"
"IN011180800","JABALPUR, IN","2001-06-30","0.12","75","78",
"IN011180800","JABALPUR, IN","2001-07-01","0.55","75","79","72"
"IN011180800","JABALPUR, IN","2001-07-02","0.00","81","87","73"
"IN011180800","JABALPUR, IN","2001-07-03","0.00","82","90","76"
"IN011180800","JABALPUR, IN","2001-07-04",,"84","92","76"
"IN011180800","JABALPUR, IN","2001-07-05","0.24","81",,"78"
"IN011180800","JABALPUR, IN","2001-07-06","2.17","80","89","74"
"IN011180800","JABALPUR, IN","2001-07-07","0.98","83","90","75"
"IN011180800","JABALPUR, IN","2001-07-08","0.00","82","92",
"IN011180800","JABALPUR, IN","2001-07-09",,"79","81",
"IN011180800","JABALPUR, IN","2001-07-10","0.79","79","85","75"
"IN011180800","JABALPUR, IN","2001-07-11","3.62","78","80","72"
"IN011180800","JABALPUR, IN","2001-07-12","0.31","75","75","74"
"IN011180800","JABALPUR, IN","2001-07-13","1.30","75","78","73"
"IN011180800","JABALPUR, IN","2001-07-14","0.47","77",,"74"
"IN011180800","JABALPUR, IN","2001-07-15","0.08","78","81","76"
"IN011180800","JABALPUR, IN","2001-07-16","0.20","77","81","73"
"IN011180800","JABALPUR, IN","2001-07-17","0.12","77","80",
"IN011180800","JABALPUR, IN","2001-07-18","0.28","78","85","74"
"IN011180800","JABALPUR, IN","2001-07-19","3.03","79","83","74"
"IN011180800","JABALPUR, IN","2001-07-20","0.01","79","83","77"
"IN011180800","JABALPUR, IN","2001-07-21","0.04","77","80","75"
"IN011180800","JABALPUR, IN","2001-07-22","1.06","77","80","75"
"IN011180800","JABALPUR, IN","2001-07-23","0.12","78","84","74"
"IN011180800","JABALPUR, IN","2001-07-24","0.02","79",,
"IN011180800","JABALPUR, IN","2001-07-25","0.16","77",,"74"
"IN011180800","JABALPUR, IN","2001-07-26","1.81","77","79",
"IN011180800","JABALPUR, IN","2001-07-27","2.83","78","81","75"
"IN011180800","JABALPUR, IN","2001-07-28","0.43","82","88","76"
"IN011180800","JABALPUR, IN","2001-07-29","0.00","83","89","77"
"IN011180800","JABALPUR, IN","2001-07-30",,"83","90","78"
"IN011180800","JABALPUR, IN","2001-07-31",,"82","90","77"
"IN011180800","JABALPUR, IN","2001-08-01",,"81","90","77"
"IN011180800","JABALPUR, IN","2001-08-02",,"83","91","77"
"IN011180800","JABALPUR, IN","2001-08-03","0.12","78","87",
"IN011180800","JABALPUR, IN","2001-08-04","0.94","80","89","76"
"IN011180800","JABALPUR, IN","2001-08-05","1.30","83","90","76"
"IN011180800","JABALPUR, IN","2001-08-06","0.00","82","90","76"
"IN011180800","JABALPUR, IN","2001-08-07","0.08","84","91","78"
"IN011180800","JABALPUR, IN","2001-08-08","0.00","83","92",
"IN011180800","JABALPUR, IN","2001-08-09","0.12","81","91",
"IN011180800","JABALPUR, IN","2001-08-10","0.12","82","90","74"
"IN011180800","JABALPUR, IN","2001-08-11","0.20","80","91",
"IN011180800","JABALPUR, IN","2001-08-12","0.71","81","85","75"
"IN011180800","JABALPUR, IN","2001-08-13","1.02","79","84","77"
"IN011180800","JABALPUR, IN","2001-08-14","0.43","79","89","74"
"IN011180800","JABALPUR, IN","2001-08-15","1.85","78","82","75"
"IN011180800","JABALPUR, IN","2001-08-16","0.71","80",,"75"
"IN011180800","JABALPUR, IN","2001-08-17","0.00","78",,"76"
"IN011180800","JABALPUR, IN","2001-08-18",,"77","79",
"IN011180800","JABALPUR, IN","2001-08-19",,"78","81","75"
"IN011180800","JABALPUR, IN","2001-08-20","0.08","78","81","75"
"IN011180800","JABALPUR, IN","2001-08-21","0.16","80","87","77"
"IN011180800","JABALPUR, IN","2001-08-22","0.35","80","88","76"
"IN011180800","JABALPUR, IN","2001-08-23","0.00","79","85",
"IN011180800","JABALPUR, IN","2001-08-24","0.79","80","86","73"
"IN011180800","JABALPUR, IN","2001-08-25","0.02","83","91","76"
"IN011180800","JABALPUR, IN","2001-08-26","0.00","79","89",
"IN011180800","JABALPUR, IN","2001-08-27",,"81","87",
"IN011180800","JABALPUR, IN","2001-08-28",,"78",,"74"
"IN011180800","JABALPUR, IN","2001-08-29",,"80","88","75"
"IN011180800","JABALPUR, IN","2001-08-30",,"81","88","74"
"IN011180800","JABALPUR, IN","2001-08-31",,"82","89","74"
"IN011180800","JABALPUR, IN","2001-09-01","1.46","76",,"73"
"IN011180800","JABALPUR, IN","2001-09-02","0.16","78","88",
"IN011180800","JABALPUR, IN","2001-09-03","0.79","81","90","74"
"IN011180800","JABALPUR, IN","2001-09-04","0.31","83","90","77"
"IN011180800","JABALPUR, IN","2001-09-05","0.00","83",,"77"
"IN011180800","JABALPUR, IN","2001-09-06",,"83","90","76"
"IN011180800","JABALPUR, IN","2001-09-07",,"81","90","76"
"IN011180800","JABALPUR, IN","2001-09-08",,"84","93",
"IN011180800","JABALPUR, IN","2001-09-09",,"82","94","77"
"IN011180800","JABALPUR, IN","2001-09-10",,"82","92","77"
"IN011180800","JABALPUR, IN","2001-09-11",,"83","91","76"
"IN011180800","JABALPUR, IN","2001-09-12",,"84","92","77"
"IN011180800","JABALPUR, IN","2001-09-13",,"82","93","76"
"IN011180800","JABALPUR, IN","2001-09-14",,"83","92","76"
"IN011180800","JABALPUR, IN","2001-09-15",,"84","92",
"IN011180800","JABALPUR, IN","2001-09-16",,"84",,
"IN011180800","JABALPUR, IN","2001-09-17",,"85","93",
"IN011180800","JABALPUR, IN","2001-09-18",,"85",,"76"
"IN011180800","JABALPUR, IN","2001-09-19","0.16","87","95","74"
"IN011180800","JABALPUR, IN","2001-09-20","0.00","86","94","74"
"IN011180800","JABALPUR, IN","2001-09-21",,"88","96",
"IN011180800","JABALPUR, IN","2001-09-25",,"84","94","74"
"IN011180800","JABALPUR, IN","2001-09-26",,"85","94",
"IN011180800","JABALPUR, IN","2001-09-27",,"84",,
"IN011180800","JABALPUR, IN","2001-09-28",,"85","93","70"
"IN011180800","JABALPUR, IN","2001-09-29",,"81","93","72"
"IN011180800","JABALPUR, IN","2001-09-30",,"81","91",
"IN011180800","JABALPUR, IN","2001-10-01",,"79","88",
"IN011180800","JABALPUR, IN","2001-10-02","1.54","80","87","72"
"IN011180800","JABALPUR, IN","2001-10-03","1.73","77","82","74"
"IN011180800","JABALPUR, IN","2001-10-04","0.24","79","86","74"
"IN011180800","JABALPUR, IN","2001-10-05","0.00","82","88",
"IN011180800","JABALPUR, IN","2001-10-06",,"83","89",
"IN011180800","JABALPUR, IN","2001-10-07",,"80","88",
"IN011180800","JABALPUR, IN","2001-10-08",,"83","91","75"
"IN011180800","JABALPUR, IN","2001-10-09",,"80","90",
"IN011180800","JABALPUR, IN","2001-10-10",,"82","89","74"
"IN011180800","JABALPUR, IN","2001-10-11","0.00","81","88",
"IN011180800","JABALPUR, IN","2001-10-12",,"81","92","74"
"IN011180800","JABALPUR, IN","2001-10-13",,"81","92","74"
"IN011180800","JABALPUR, IN","2001-10-14",,"82","91",
"IN011180800","JABALPUR, IN","2001-10-15",,"82","92","71"
"IN011180800","JABALPUR, IN","2001-10-16",,"80",,"64"
"IN011180800","JABALPUR, IN","2001-10-17",,"78","88","64"
"IN011180800","JABALPUR, IN","2001-10-18",,"72",,"63"
"IN011180800","JABALPUR, IN","2001-10-19",,"75","89","64"
"IN011180800","JABALPUR, IN","2001-10-20",,"76","92","62"
"IN011180800","JABALPUR, IN","2001-10-21",,"80","93","64"
"IN011180800","JABALPUR, IN","2001-10-22",,"76","89","63"
"IN011180800","JABALPUR, IN","2001-10-24",,"78","88","65"
"IN011180800","JABALPUR, IN","2001-10-26",,"80","93","65"
"IN011180800","JABALPUR, IN","2001-10-27",,"80","92","63"
"IN011180800","JABALPUR, IN","2001-10-28",,"78",,"63"
"IN011180800","JABALPUR, IN","2001-11-06",,"83",,
"IN011180800","JABALPUR, IN","2001-11-07",,"78","89","67"
"IN011180800","JABALPUR, IN","2001-11-08",,"75","81",
"IN011180800","JABALPUR, IN","2001-11-09",,"76","83",
"IN011180800","JABALPUR, IN","2001-11-10",,"72","84","62"
"IN011180800","JABALPUR, IN","2001-11-11",,"71","81","59"
"IN011180800","JABALPUR, IN","2001-11-13",,"70","83",
"IN011180800","JABALPUR, IN","2001-11-14",,"71",,"55"
"IN011180800","JABALPUR, IN","2001-11-15",,"73","88","60"
"IN011180800","JABALPUR, IN","2001-11-16",,"76","89","64"
"IN011180800","JABALPUR, IN","2001-11-18",,"74","86","62"
"IN011180800","JABALPUR, IN","2001-11-19",,"70","82",
"IN011180800","JABALPUR, IN","2001-11-20",,"69","81","54"
"IN011180800","JABALPUR, IN","2001-11-21",,"72","83",
"IN011180800","JABALPUR, IN","2001-11-22",,"69","83","55"
"IN011180800","JABALPUR, IN","2001-11-23",,"70","82","54"
"IN011180800","JABALPUR, IN","2001-11-24",,"65",,
"IN011180800","JABALPUR, IN","2001-11-25",,"68","79",
"IN011180800","JABALPUR, IN","2001-11-27",,"70","82","52"
"IN011180800","JABALPUR, IN","2001-11-28",,"66","79",
"IN011180800","JABALPUR, IN","2001-11-29",,"64","78",
"IN011180800","JABALPUR, IN","2001-11-30",,"66","80","49"
"IN011180800","JABALPUR, IN","2001-12-01",,"65",,"49"
"IN011180800","JABALPUR, IN","2001-12-03",,"62","83",
"IN011180800","JABALPUR, IN","2001-12-04",,"70","84","53"
"IN011180800","JABALPUR, IN","2001-12-05",,"65",,"51"
"IN011180800","JABALPUR, IN","2001-12-06",,"67","85",
"IN011180800","JABALPUR, IN","2001-12-07",,"62","83",
"IN011180800","JABALPUR, IN","2001-12-08",,"68","86","56"
"IN011180800","JABALPUR, IN","2001-12-09",,"71","87","57"
"IN011180800","JABALPUR, IN","2001-12-10",,"69","86","56"
"IN011180800","JABALPUR, IN","2001-12-11",,"71","87","58"
"IN011180800","JABALPUR, IN","2001-12-12",,"72","87","60"
"IN011180800","JABALPUR, IN","2001-12-13",,"67","80",
"IN011180800","JABALPUR, IN","2001-12-14",,"64","79","54"
"IN011180800","JABALPUR, IN","2001-12-15",,"66","82","51"
"IN011180800","JABALPUR, IN","2001-12-16",,"64","80","53"
"IN011180800","JABALPUR, IN","2001-12-17",,"64","80","49"
"IN011180800","JABALPUR, IN","2001-12-18",,"60",,"49"
"IN011180800","JABALPUR, IN","2001-12-19",,"66","80",
"IN011180800","JABALPUR, IN","2001-12-20",,"62","76","52"
"IN011180800","JABALPUR, IN","2001-12-21",,"58","73","48"
"IN011180800","JABALPUR, IN","2001-12-22",,"56",,"45"
"IN011180800","JABALPUR, IN","2001-12-23",,"58","73","45"
"IN011180800","JABALPUR, IN","2001-12-24",,"59","75","45"
"IN011180800","JABALPUR, IN","2001-12-25",,"61","76","45"
"IN011180800","JABALPUR, IN","2001-12-26",,"62","83","47"
"IN011180800","JABALPUR, IN","2001-12-27",,"65","80","50"
"IN011180800","JABALPUR, IN","2001-12-28",,"67","80","52"
"IN011180800","JABALPUR, IN","2001-12-29",,"64","75",
"IN011180800","JABALPUR, IN","2001-12-30",,"62","75",
"IN011180800","JABALPUR, IN","2001-12-31",,"59","74",
"IN011180800","JABALPUR, IN","2002-01-01",,"57",,"43"
"IN011180800","JABALPUR, IN","2002-01-02",,"59","73","43"
"IN011180800","JABALPUR, IN","2002-01-03",,"56","71","42"
"IN011180800","JABALPUR, IN","2002-01-04",,"59","73","44"
"IN011180800","JABALPUR, IN","2002-01-05",,"57","75","43"
"IN011180800","JABALPUR, IN","2002-01-06",,"57","77","45"
"IN011180800","JABALPUR, IN","2002-01-07",,"58","75","48"
"IN011180800","JABALPUR, IN","2002-01-08",,"62","75",
"IN011180800","JABALPUR, IN","2002-01-09",,"60","76","39"
"IN011180800","JABALPUR, IN","2002-01-10",,"51",,
"IN011180800","JABALPUR, IN","2002-01-11",,"65","77","45"
"IN011180800","JABALPUR, IN","2002-01-12",,"63","80",
"IN011180800","JABALPUR, IN","2002-01-13",,"63","82","50"
"IN011180800","JABALPUR, IN","2002-01-14",,"70","87","51"
"IN011180800","JABALPUR, IN","2002-01-15",,"73","87","56"
"IN011180800","JABALPUR, IN","2002-01-16",,"71","81","60"
"IN011180800","JABALPUR, IN","2002-01-17",,"69","80","59"
"IN011180800","JABALPUR, IN","2002-01-18",,"69","80","59"
"IN011180800","JABALPUR, IN","2002-01-19",,"68","76","58"
"IN011180800","JABALPUR, IN","2002-01-20",,"67","77",
"IN011180800","JABALPUR, IN","2002-01-21",,"67","77","59"
"IN011180800","JABALPUR, IN","2002-01-22",,"65","74",
"IN011180800","JABALPUR, IN","2002-01-23",,"62","74",
"IN011180800","JABALPUR, IN","2002-01-24",,"60","74","48"
"IN011180800","JABALPUR, IN","2002-01-25",,"63","77",
"IN011180800","JABALPUR, IN","2002-01-26",,"65","78","51"
"IN011180800","JABALPUR, IN","2002-01-27",,"67","79","54"
"IN011180800","JABALPUR, IN","2002-01-28",,"60","70",
"IN011180800","JABALPUR, IN","2002-01-29",,"57","69","44"
"IN011180800","JABALPUR, IN","2002-01-30",,"58","71","45"
"IN011180800","JABALPUR, IN","2002-01-31",,"61","75","45"
"IN011180800","JABALPUR, IN","2002-02-01",,"61","76","46"
"IN011180800","JABALPUR, IN","2002-02-02",,"62","77",
"IN011180800","JABALPUR, IN","2002-02-03",,"62","77","47"
"IN011180800","JABALPUR, IN","2002-02-04",,"64","78","48"
"IN011180800","JABALPUR, IN","2002-02-05",,"72","86","53"
"IN011180800","JABALPUR, IN","2002-02-06",,"74","87","65"
"IN011180800","JABALPUR, IN","2002-02-07","0.55","70","80","65"
"IN011180800","JABALPUR, IN","2002-02-08","0.98","72","81","64"
"IN011180800","JABALPUR, IN","2002-02-09","0.00","71","78",
"IN011180800","JABALPUR, IN","2002-02-10","0.00","68","77","60"
"IN011180800","JABALPUR, IN","2002-02-11","0.12","69","82",
"IN011180800","JABALPUR, IN","2002-02-15",,"66","80",
"IN011180800","JABALPUR, IN","2002-02-16",,"64","83","51"
"IN011180800","JABALPUR, IN","2002-02-17",,"72","88","55"
"IN011180800","JABALPUR, IN","2002-02-18","0.02","66","79",
"IN011180800","JABALPUR, IN","2002-02-19","0.00","72","85",
"IN011180800","JABALPUR, IN","2002-02-20",,"75","89","63"
"IN011180800","JABALPUR, IN","2002-02-21",,"74","87","61"
"IN011180800","JABALPUR, IN","2002-02-22",,"77","92","61"
"IN011180800","JABALPUR, IN","2002-02-23",,"82","93",
"IN011180800","JABALPUR, IN","2002-02-24",,"74","86","65"
"IN011180800","JABALPUR, IN","2002-02-25",,"71","83",
"IN011180800","JABALPUR, IN","2002-02-26",,"68",,
"IN011180800","JABALPUR, IN","2002-02-27",,"71","87","55"
"IN011180800","JABALPUR, IN","2002-02-28",,"75","90","58"
"IN011180800","JABALPUR, IN","2002-03-01",,"78","93","61"
"IN011180800","JABALPUR, IN","2002-03-02",,"82","95","70"
"IN011180800","JABALPUR, IN","2002-03-03",,"72","83",
"IN011180800","JABALPUR, IN","2002-03-04",,"70","82","56"
"IN011180800","JABALPUR, IN","2002-03-05",,"71","85",
"IN011180800","JABALPUR, IN","2002-03-06",,"78","88",
"IN011180800","JABALPUR, IN","2002-03-07",,"78","89",
"IN011180800","JABALPUR, IN","2002-03-08",,"79","93","63"
"IN011180800","JABALPUR, IN","2002-03-09",,"79","94","65"
"IN011180800","JABALPUR, IN","2002-03-10",,"82","94","69"
"IN011180800","JABALPUR, IN","2002-03-11",,"79","90",
"IN011180800","JABALPUR, IN","2002-03-12",,"77","89","62"
"IN011180800","JABALPUR, IN","2002-03-13",,"77","88","67"
"IN011180800","JABALPUR, IN","2002-03-14",,"75","86",
"IN011180800","JABALPUR, IN","2002-03-15","0.16","75","87","63"
"IN011180800","JABALPUR, IN","2002-03-16","0.00","76","92","64"
"IN011180800","JABALPUR, IN","2002-03-17",,"76","94","62"
"IN011180800","JABALPUR, IN","2002-03-18",,"78","95",
"IN011180800","JABALPUR, IN","2002-03-19",,"81","97",
"IN011180800","JABALPUR, IN","2002-03-20",,"82","98","63"
"IN011180800","JABALPUR, IN","2002-03-21",,"85","98",
"IN011180800","JABALPUR, IN","2002-03-22",,"83","96","71"
"IN011180800","JABALPUR, IN","2002-03-23",,"83","98",
"IN011180800","JABALPUR, IN","2002-03-24",,"81","99",
"IN011180800","JABALPUR, IN","2002-03-25",,"85","98",
"IN011180800","JABALPUR, IN","2002-03-26",,"83",,
"IN011180800","JABALPUR, IN","2002-03-27",,"83",,
"IN011180800","JABALPUR, IN","2002-03-28",,"84","98","69"
"IN011180800","JABALPUR, IN","2002-03-29",,"82","97","69"
"IN011180800","JABALPUR, IN","2002-03-30",,"82","98","64"
"IN011180800","JABALPUR, IN","2002-03-31",,"87","101",
"IN011180800","JABALPUR, IN","2002-04-01",,"89","102","72"
"IN011180800","JABALPUR, IN","2002-04-02",,"87","101","74"
"IN011180800","JABALPUR, IN","2002-04-03",,"85","101","71"
"IN011180800","JABALPUR, IN","2002-04-04",,"84","99","69"
"IN011180800","JABALPUR, IN","2002-04-05",,"87","103",
"IN011180800","JABALPUR, IN","2002-04-06",,"88","105",
"IN011180800","JABALPUR, IN","2002-04-07",,"87",,"82"
"IN011180800","JABALPUR, IN","2002-04-08","0.00","78","87",
"IN011180800","JABALPUR, IN","2002-04-09",,"87","97","69"
"IN011180800","JABALPUR, IN","2002-04-10",,"83","99",
"IN011180800","JABALPUR, IN","2002-04-11",,"85","100","72"
"IN011180800","JABALPUR, IN","2002-04-12",,"87","101","69"
"IN011180800","JABALPUR, IN","2002-04-13",,"87","103","71"
"IN011180800","JABALPUR, IN","2002-04-14",,"89","106","70"
"IN011180800","JABALPUR, IN","2002-04-15",,"92","107","74"
"IN011180800","JABALPUR, IN","2002-04-16",,"93","107","77"
"IN011180800","JABALPUR, IN","2002-04-17",,"93","107","78"
"IN011180800","JABALPUR, IN","2002-04-18",,"93","106","77"
"IN011180800","JABALPUR, IN","2002-04-19",,"94","108","78"
"IN011180800","JABALPUR, IN","2002-04-20",,"91","106",
"IN011180800","JABALPUR, IN","2002-04-22",,"94","107","83"
"IN011180800","JABALPUR, IN","2002-04-25",,"95","107",
"IN011180800","JABALPUR, IN","2002-04-26",,"90","104",
"IN011180800","JABALPUR, IN","2002-04-27",,"91","106",
"IN011180800","JABALPUR, IN","2002-04-29",,"93","107",
"IN011180800","JABALPUR, IN","2002-04-30",,"93","108","77"
"IN011180800","JABALPUR, IN","2002-05-01",,"96","112","81"
"IN011180800","JABALPUR, IN","2002-05-02",,"98",,
"IN011180800","JABALPUR, IN","2002-05-03",,"98","112",
"IN011180800","JABALPUR, IN","2002-05-04",,"96","110","80"
"IN011180800","JABALPUR, IN","2002-05-05",,"97","111","82"
"IN011180800","JABALPUR, IN","2002-05-06",,"95","111","83"
"IN011180800","JABALPUR, IN","2002-05-07",,"96","111","83"
"IN011180800","JABALPUR, IN","2002-05-08",,"96","110","83"
"IN011180800","JABALPUR, IN","2002-05-09",,"95",,"84"
"IN011180800","JABALPUR, IN","2002-05-10",,"96","111","82"
"IN011180800","JABALPUR, IN","2002-05-11",,"100","109",
"IN011180800","JABALPUR, IN","2002-05-12",,"100","111",
"IN011180800","JABALPUR, IN","2002-05-13",,"100","111","87"
"IN011180800","JABALPUR, IN","2002-05-14",,"95",,"88"
"IN011180800","JABALPUR, IN","2002-05-15",,"97","110",
"IN011180800","JABALPUR, IN","2002-05-16","0.00","98","110","85"
"IN011180800","JABALPUR, IN","2002-05-17",,"94",,
"IN011180800","JABALPUR, IN","2002-05-18",,"99","112","84"
"IN011180800","JABALPUR, IN","2002-05-19",,"98",,
"IN011180800","JABALPUR, IN","2002-05-20",,"94","103","87"
"IN011180800","JABALPUR, IN","2002-05-21",,"95","106","86"
"IN011180800","JABALPUR, IN","2002-05-22",,"98","111","86"
"IN011180800","JABALPUR, IN","2002-05-23",,"96","110","87"
"IN011180800","JABALPUR, IN","2002-05-24",,"97","109","86"
"IN011180800","JABALPUR, IN","2002-05-25",,"93","108",
"IN011180800","JABALPUR, IN","2002-05-28",,"95","103",
"IN011180800","JABALPUR, IN","2002-05-29",,"82",,
"IN011180800","JABALPUR, IN","2002-05-31",,"92","102","76"
"IN011180800","JABALPUR, IN","2002-06-01","0.02","90","103","80"
